Country,ASFIS species (Name),FAO major fishing area (Name),Detailed production source (Name),Unit (Name),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
Norway,Longnosed skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,1535,1033,912,1325,1274,1097,975,1076,820,1348,1036,998,988,1112,1060,951,795,591,752,791,704
Norway,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,3,0,0,0,0,0,11,0,30,1,7,0,0,3,0,0,0,0
Norway,"Rays, stingrays, mantas nei","Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Spinetail ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Starry ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Thornback ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Norway,Various sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1
Norway,White skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Dogfish sharks nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,7,0,0,29,11,73,17,7,16,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,6,35,7,199,93,54,2,19,64,0,0,0,0,0,0,0,0,0,0,0,0
Poland,"Rays, stingrays, mantas nei","Atlantic, Antarctic",Capture production,Tonnes - live weight,124,12,1,0,19,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,"Rays, stingrays, mantas nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,"Rays, stingrays, mantas nei","Atlantic, Southwest",Capture production,Tonnes - live weight,831,137,94,0,0,28,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Poland,"Sharks, rays, skates, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poland,Southern rays bream,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Angelsharks, sand devils nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Portugal,"Angelsharks, sand devils nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Angular roughshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,33
Portugal,Arrowhead dogfish,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Basking shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1
Portugal,Blackmouth catshark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blackmouth catshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45
Portugal,Blonde ray,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blonde ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blue shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
Portugal,Blue shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,1133
Portugal,Blue shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Portugal,Blue shark,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,468,1908
Portugal,Blue shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,56
Portugal,Blue shark,"Atlantic, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
Portugal,Blue shark,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blue shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,575
Portugal,Blue shark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Portugal,Blue shark,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blue shark,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blue shark,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Blue shark,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Bluntnose sixgill shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Bluntnose sixgill shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Bluntnose sixgill shark,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Bramble shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Brown ray,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Catsharks, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Common eagle ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8
Portugal,Crocodile shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Dogfish sharks nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,289,429,350,119,226,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Dogfish sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,1924,2266,1061,1259,2091,3052,1419,223,236,80,56,0,4,1210,889,1137,977,999,905,0,0
Portugal,Great white shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Portugal,Great white shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Greenland shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,11,0,0,0,0,0
Portugal,Greenland shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Gulper shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,3081,2196,2620,2478,1028,1325,716,822,519,256,141
Portugal,Gulper shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Gulper shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Hammerhead sharks, etc. nei","Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Hammerhead sharks, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Kitefin shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Kitefin shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,311
Portugal,Kitefin shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Kitefin shark,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Leafscale gulper shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Portugal,Leafscale gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,1940,1485,1563,1255,2128,1923,1602,1489,1409,1666,1937
Portugal,Longnosed skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Lowfin gulper shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Lowfin gulper shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Oceanic whitetip shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Oceanic whitetip shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Oceanic whitetip shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,1708,1653,1608,1573,1931,1820,1720,2917,2351,1917,1601,1427,1595,1696,1467,1599,1665,1711,1703,1544,1654
Portugal,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,112,16,1,0,7,0,742,3256,1075,652,13557,23304,7019,7605,6239,2060,794,904,1104,2168,671
Portugal,"Rays, stingrays, mantas nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,28,32,61,93,103,105,11,9,45,21,55,112,112,57,24,57,126,239,155,74,0
Portugal,"Rays, stingrays, mantas nei","Atlantic, Southeast",Capture production,Tonnes - live weight,32,20,6,10,2,15,55,14,93,87,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Rays, stingrays, mantas nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,4,468,24,26,13,13,11,28,80,135,18,34,0,0
Portugal,Requiem sharks nei,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Requiem sharks nei,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Portugal,Requiem sharks nei,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Portugal,Requiem sharks nei,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Sandy ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,2,83,27,14,63,35,94,4,21,32,125,236,236,170,93,859,2366,1127,849,737,140
Portugal,"Sharks, rays, skates, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,2103,370,839,647,862,2029,1665,1047,969,1853,1659,1874,1882,353,297
Portugal,"Sharks, rays, skates, etc. nei","Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1
Portugal,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1
Portugal,"Sharks, rays, skates, etc. nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,103,3,0
Portugal,"Sharks, rays, skates, etc. nei","Atlantic, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
Portugal,"Sharks, rays, skates, etc. nei","Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Sharks, rays, skates, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,487,354
Portugal,"Sharks, rays, skates, etc. nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Portugal,"Sharks, rays, skates, etc. nei","Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Silky shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Silky shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Silky shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Small-eyed ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Spiny butterfly ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Portugal,Spotted ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,"Stingrays, butterfly rays nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Portugal,Thornback ray,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Thornback ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Tope shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Portugal,Tope shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Torpedo rays,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,33
Portugal,Undulate ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Antarctic starry skate,"Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Blue shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Dogfish sharks nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,407,171,282,169,27,0,0,0,0,0,0,0,0
Russian Federation,Eaton's skate,"Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Greenland shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,Rays and skates nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,3698,2102,454,0,580,502,626,0,0,476,929,815,907
Russian Federation,Rays and skates nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,2864,1195,931,313,199,14,0,6,7,0,3,160,3578
Russian Federation,"Rays, stingrays, mantas nei","Atlantic, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Russian Federation,"Rays, stingrays, mantas nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,772,3613,0,14,0,0,0,0,0,0,8,0,0
Russian Federation,"Rays, stingrays, mantas nei","Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,106,387,204,560,0,0,0,0,0,0,0,0,0
Russian Federation,"Rays, stingrays, mantas nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,"Rays, stingrays, mantas nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,183,252,280,80,54,20,24,14,22,16,18,40,13
Russian Federation,"Rays, stingrays, mantas nei","Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,"Rays, stingrays, mantas nei","Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,8,304,1427
Russian Federation,"Sharks, rays, skates, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,542,232,158,0,0,0,0,0,0,0,101,11,0
Russian Federation,"Sharks, rays, skates, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,37,15,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,"Sharks, rays, skates, etc. nei","Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,178,219,27,15,0,0,0,0,0,0,0,0,0
Russian Federation,"Sharks, rays, skates, etc. nei","Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Russian Federation,"Sharks, rays, skates, etc. nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,164,135,183,67,15,5,11,90,19,9,6,9,12
Russian Federation,"Sharks, rays, skates, etc. nei","Pacific, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Russian Federation,Various sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Angelshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Antarctic starry skate,"Indian Ocean, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Antarctic starry skate,"Pacific, Antarctic",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Arctic skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Arrowhead dogfish,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Basking shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Basking shark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,0,0
Spain,Blackmouth catshark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blackmouth catshark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blonde ray,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blonde ray,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blue shark,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10483,9123,9225,9336
Spain,Blue shark,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12315,12963,12586,14776
Spain,Blue shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blue shark,"Atlantic, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,3639,5285,4194
Spain,Blue shark,"Atlantic, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,1935,1889,2756
Spain,Blue shark,"Atlantic, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,418,0,0
Spain,Blue shark,"Indian Ocean, Eastern",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blue shark,"Indian Ocean, Western",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879,3031
Spain,Blue shark,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,59,20,31
Spain,Blue shark,"Pacific, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blue shark,"Pacific, Southeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0
Spain,Blue shark,"Pacific, Southwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blue shark,"Pacific, Western Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Blue skate,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Bluntnose sixgill shark,"Atlantic, Northwest",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Brown ray,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Catsharks, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Catsharks, nursehounds nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Catsharks, nursehounds nei",Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,331
Spain,"Chimaeras, etc. nei","Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,"Chimaeras, etc. nei","Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Common guitarfish,"Atlantic, Eastern Central",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Dogfish sharks nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,8,653,0,0,0,0,0,0,0,0,0,0,0,0,534,1226,627,321,419
Spain,Dogfish sharks nei,"Atlantic, Northwest",Capture production,Tonnes - live weight,78,37,58,0,0,0,0,0,0,0,0,0,0,0,0,0,138,211,608,550,493
Spain,Dogfish sharks nei,Mediterranean and Black Sea,Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,68,11
Spain,Eagle rays nei,"Atlantic, Northeast",Capture production,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
